id,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Attribute13,Attribute14,Attribute15,Attribute16,label
1041,29,94,2,59,0,17,47,0,90,25,100,66,71,100,19,98,0
1042,53,92,88,100,100,86,73,65,70,39,70,13,36,1,0,0,3
1043,15,100,4,75,0,50,55,41,100,57,85,49,83,24,77,0,4
1044,45,72,18,100,0,64,64,33,98,0,7,5,26,41,100,68,8
1045,0,95,40,100,74,80,40,55,1,35,15,12,63,8,100,0,2
1046,19,83,12,55,57,31,28,0,7,35,0,73,41,97,100,100,5
1047,100,100,57,84,24,58,0,27,18,0,69,10,57,38,4,42,6
1048,0,90,59,100,100,79,72,40,55,0,40,1,9,30,84,31,7
1049,19,100,0,63,3,30,63,47,100,77,91,75,77,38,68,0,4
1050,100,94,40,100,0,68,43,35,92,5,23,0,3,34,46,68,8
1051,57,100,35,87,9,58,0,28,29,2,100,0,71,16,5,5,6
1052,47,74,68,100,100,88,74,60,62,34,96,18,52,0,0,4,3
1053,7,76,27,45,48,7,8,0,0,40,8,81,52,98,100,100,5
1054,0,96,59,100,86,72,68,36,48,0,16,13,38,34,100,37,7
1055,0,59,9,36,43,0,91,20,100,65,65,100,15,84,10,41,0
1056,51,67,100,87,56,100,0,84,48,74,91,54,65,24,22,0,9
1057,0,59,46,70,86,91,100,100,95,75,92,50,89,25,95,0,1
1058,100,100,56,82,19,56,0,25,30,0,87,2,84,16,30,9,6
1059,0,65,49,81,91,100,100,90,78,67,56,45,36,22,16,0,1
1060,39,100,5,79,0,47,55,42,100,64,80,60,52,30,28,0,4
1061,0,93,44,100,79,72,76,35,53,0,29,2,43,28,100,32,7
1062,77,96,29,90,66,73,66,100,100,64,93,19,49,0,0,20,9
1063,0,52,40,76,80,100,100,91,100,66,91,40,80,15,54,0,1
1064,63,100,46,78,19,55,0,32,54,24,100,44,87,24,74,0,4
1065,34,100,32,100,8,64,0,27,41,0,100,10,76,42,19,60,6
1066,0,99,8,99,70,100,100,99,60,78,33,52,15,25,22,0,7
1067,0,64,17,100,56,98,53,58,26,26,15,4,57,4,100,0,2
1068,0,87,36,100,56,71,37,40,1,19,15,19,61,16,100,0,2
1069,82,100,51,89,0,62,23,43,100,43,99,66,70,33,47,0,4
1070,0,93,43,100,93,90,89,63,60,39,28,17,44,0,100,4,2
1071,31,100,17,68,41,36,5,0,0,35,7,81,43,99,100,97,5
1072,63,65,35,100,1,69,61,36,79,0,0,15,33,54,100,86,8
1073,41,85,77,100,92,73,66,49,100,31,78,5,37,0,0,15,3
1074,100,100,47,79,14,53,0,26,24,0,93,2,95,25,14,25,6
1075,93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,5
1076,41,91,100,100,99,99,45,86,40,57,89,39,57,9,0,0,5
1077,0,76,63,91,100,100,90,80,73,60,57,40,50,20,60,0,1
1078,49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,8
1079,7,100,0,73,57,81,49,80,76,52,100,23,65,0,1,2,9
1080,60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,8
1081,87,100,34,81,0,53,38,32,99,49,100,53,55,27,18,0,4
1082,100,67,66,100,0,89,10,55,70,70,87,50,74,9,12,0,9
1083,38,58,85,86,85,100,70,60,59,21,0,0,23,3,100,8,1
1084,86,86,37,100,0,74,53,62,100,86,83,66,61,32,41,0,9
1085,99,100,54,77,26,52,17,23,51,0,100,14,61,35,0,27,6
1086,41,100,0,80,52,71,68,77,83,49,100,19,65,0,6,2,9
1087,25,98,7,67,95,78,36,100,0,79,100,71,76,33,14,0,9
1088,11,100,8,93,0,60,17,33,60,41,100,57,85,32,76,0,4
1089,16,100,18,77,0,47,26,29,88,35,100,58,74,30,59,0,4
1090,26,91,0,80,2,34,33,0,80,8,100,50,82,92,38,100,0
1091,39,96,14,77,0,36,25,0,78,4,100,43,77,82,28,100,0
1092,17,85,51,100,83,82,55,53,59,39,100,20,55,0,0,3,3
1093,42,100,24,76,0,53,19,35,79,41,100,48,82,24,73,0,4
1094,0,80,33,100,65,77,63,39,58,0,35,25,55,39,100,41,7
1095,68,100,42,75,0,52,44,50,100,66,86,46,51,20,41,0,4
1096,21,69,49,100,87,85,69,45,32,16,0,8,50,7,100,0,2
1097,98,100,50,76,20,42,21,5,77,0,100,34,45,37,0,10,6
1098,100,71,46,71,18,92,66,100,91,74,75,45,44,19,0,0,9
1099,16,100,10,59,57,35,27,0,0,29,2,86,45,96,100,96,5
1100,51,92,12,63,0,8,54,0,100,37,86,86,28,100,20,56,0
1101,12,67,42,36,57,4,12,0,0,38,12,73,55,87,100,100,5
1102,97,100,53,77,32,44,39,9,90,0,100,31,51,49,0,36,6
1103,40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,8
1104,54,100,24,79,6,48,13,16,59,0,100,15,54,30,0,23,6
1105,0,40,26,65,60,85,97,100,100,82,74,56,48,29,30,0,1
1106,100,100,79,89,57,75,36,60,14,44,0,29,0,13,29,0,1
1107,43,100,8,67,3,27,41,0,87,27,100,66,54,92,0,74,0
1108,28,88,75,100,100,99,51,87,8,70,32,45,47,12,0,0,5
1109,9,100,4,64,0,24,28,0,69,18,100,49,92,84,46,90,0
1110,100,81,52,62,17,77,57,100,79,68,75,31,52,0,0,12,9
1111,100,100,67,76,39,51,15,23,29,0,73,10,46,26,0,22,6
1112,0,91,19,97,69,100,100,85,84,62,59,41,33,21,7,0,7
1113,52,100,21,75,5,49,0,22,34,1,100,0,95,22,35,16,6
1114,18,26,43,0,77,5,100,43,88,86,55,100,21,88,0,52,0
1115,100,100,70,86,30,60,0,29,11,0,70,9,76,32,16,35,6
1116,7,78,78,100,100,93,98,51,98,9,22,0,0,1,93,2,1
1117,43,99,19,72,53,36,30,0,0,25,10,73,42,100,100,98,5
1118,53,86,59,50,52,12,6,0,0,25,18,62,53,89,100,100,5
1119,21,89,34,58,62,22,31,0,8,40,0,79,48,96,100,100,5
1120,0,100,38,100,70,74,55,30,26,0,19,44,59,50,100,54,7
1121,22,100,0,80,19,55,73,48,100,68,63,57,41,29,26,0,4
1122,100,100,56,100,19,75,0,43,12,10,62,0,68,14,15,12,6
1123,7,96,18,69,68,41,46,0,11,25,0,71,29,96,100,100,5
1124,14,86,46,100,50,63,34,28,0,5,18,8,62,1,100,0,2
1125,28,100,0,52,37,99,45,89,51,34,24,2,30,0,100,0,1
1126,0,100,37,94,47,55,46,15,37,0,6,29,53,34,100,37,7
1127,0,90,67,100,85,68,65,34,40,0,4,16,14,40,100,44,7
1128,81,82,0,95,19,62,84,29,45,0,24,33,83,68,100,100,8
1129,49,93,0,55,28,74,63,100,62,50,59,3,24,1,100,0,1
1130,57,87,100,69,97,100,23,83,74,59,96,52,78,10,0,0,9
1131,60,100,40,81,0,54,2,43,60,34,100,57,82,36,71,0,4
1132,27,70,37,100,72,87,63,48,35,16,0,10,50,10,100,0,2
1133,15,66,14,100,50,89,37,51,7,18,0,12,50,8,100,0,2
1134,12,63,37,100,61,76,37,36,5,1,0,1,49,3,100,0,2
1135,16,100,15,94,6,66,0,38,69,34,95,56,92,28,100,0,4
1136,44,100,58,57,100,88,40,95,63,62,77,60,67,10,0,0,9
1137,0,81,54,58,100,82,33,100,37,81,82,55,72,20,12,0,9
1138,59,99,16,72,89,38,91,0,28,18,73,58,100,100,0,95,8
1139,3,92,12,64,60,28,18,0,0,32,67,55,100,91,33,100,8
1140,100,100,59,92,25,65,0,33,4,0,53,2,48,30,1,33,6
1141,0,54,38,77,82,100,76,88,65,63,70,38,70,13,100,0,1
1142,0,100,14,96,75,97,100,89,61,71,40,48,36,23,47,0,7
1143,100,91,67,100,27,71,0,35,17,0,68,4,58,34,23,15,6
1144,97,69,79,100,0,92,18,60,96,74,100,68,83,32,83,0,9
1145,87,62,61,100,0,87,18,48,78,73,100,63,71,20,10,0,9
1146,0,44,24,55,62,78,100,100,100,80,95,52,91,24,81,0,1
1147,55,96,14,68,48,40,19,0,0,18,6,73,47,100,100,96,5
1148,93,93,60,100,19,71,0,39,23,8,100,9,86,26,38,0,6
1149,0,61,35,82,90,100,100,93,69,71,44,47,23,24,8,0,1
1150,44,68,58,44,100,7,0,0,7,36,78,68,93,100,11,74,8
1151,32,70,45,100,77,84,49,49,14,20,0,0,51,9,100,22,2
1152,79,100,35,80,6,52,0,22,43,0,100,6,75,31,17,31,6
1153,54,63,100,76,80,100,43,75,51,35,47,0,0,16,27,46,8
1154,13,59,0,63,42,82,90,100,100,80,80,54,59,27,45,0,1
1155,88,78,34,100,0,73,45,38,78,0,21,11,50,49,100,82,8
1156,100,100,63,85,83,78,93,84,90,52,77,23,45,0,0,2,9
1157,4,11,46,53,76,100,24,98,41,53,100,24,57,0,0,15,8
1158,88,100,53,84,77,69,100,86,88,60,73,35,43,13,0,0,9
1159,23,67,31,94,90,100,80,75,76,44,100,14,56,0,0,5,3
1160,0,82,38,100,74,76,49,36,15,0,6,11,35,38,100,43,7
1161,0,100,55,98,100,80,98,51,80,22,72,0,91,28,71,43,7
1162,100,100,67,90,39,70,14,47,0,19,22,0,37,21,3,30,6
1163,16,68,31,100,76,82,70,40,28,13,0,4,55,3,100,0,2
1164,70,100,49,82,26,52,19,20,62,3,100,19,43,20,0,0,6
1165,22,57,0,63,46,82,94,100,100,80,78,53,56,27,44,0,1
1166,37,84,0,51,2,7,53,0,98,27,100,70,58,100,7,99,0
1167,100,100,61,88,30,64,7,36,0,5,42,0,49,23,6,25,6
1168,5,88,50,100,76,80,44,58,73,43,100,21,59,3,0,0,3
1169,100,100,56,86,23,61,0,30,14,0,59,7,47,33,1,27,6
1170,100,100,31,89,36,55,70,22,23,0,0,28,43,58,86,89,8
1171,39,59,74,78,100,100,76,77,62,51,57,24,38,0,0,2,1
1172,73,100,45,79,18,49,7,16,49,0,100,14,55,21,0,12,6
1173,69,100,22,80,0,34,31,0,80,28,100,75,56,99,7,71,0
1174,0,53,45,75,79,100,93,99,93,73,97,46,100,19,93,0,1
1175,86,71,100,100,58,79,24,51,0,17,28,0,43,25,2,21,6
1176,0,86,55,100,73,70,50,35,29,0,3,32,38,45,100,41,7
1177,46,84,72,100,83,83,82,60,100,36,77,12,39,0,0,3,3
1178,43,100,30,87,0,57,51,61,100,75,80,62,50,31,23,0,4
1179,40,89,0,25,46,0,100,49,70,100,44,78,95,62,34,22,0
1180,51,100,86,94,69,61,37,34,0,12,9,0,54,2,100,0,2
1181,100,90,27,100,0,66,56,33,81,0,10,16,33,57,98,84,8
1182,28,95,39,84,67,100,42,90,81,62,100,27,56,3,0,0,9
1183,0,80,39,100,73,83,38,57,60,42,100,22,62,1,9,0,3
1184,8,94,40,66,95,100,26,100,88,85,100,50,81,1,0,0,9
1185,46,95,0,94,18,100,94,92,59,61,4,32,49,7,100,0,2
1186,0,94,49,99,100,100,73,67,54,26,45,0,22,39,71,50,7
1187,0,90,40,100,97,93,100,54,98,14,71,0,32,19,91,27,7
1188,0,89,26,100,35,51,32,0,13,13,22,32,60,40,100,46,7
1189,0,91,0,97,52,100,100,93,100,69,78,47,58,24,44,0,7
1190,0,54,50,76,80,100,60,82,52,57,60,33,88,9,100,0,1
1191,37,100,0,72,6,57,65,67,100,86,64,66,44,32,20,0,4
1192,0,84,34,100,63,75,51,39,15,16,14,27,58,14,100,0,2
1193,55,79,82,100,98,81,69,60,100,42,85,19,45,5,0,0,3
1194,41,100,0,65,41,43,61,12,6,0,24,47,42,93,100,98,5
1195,0,5,18,35,47,63,76,88,100,100,79,68,60,35,58,0,1
1196,0,42,35,71,70,100,63,74,57,37,48,0,44,0,100,2,1
1197,100,100,53,84,18,58,0,28,19,0,76,4,84,27,24,27,6
1198,100,100,57,90,28,67,6,43,0,15,37,0,70,16,28,27,6
1199,17,78,30,100,55,80,31,50,0,23,4,0,52,1,100,5,2
1200,0,98,49,100,100,99,88,65,61,33,34,0,21,18,44,41,7
1201,100,81,55,100,0,83,33,65,85,85,83,64,64,32,62,0,9
1202,53,93,3,71,47,34,23,0,0,29,59,63,100,100,9,98,8
1203,100,100,62,81,35,58,18,33,31,7,76,0,49,18,0,17,6
1204,100,100,55,91,79,72,94,93,86,66,80,35,48,11,0,0,9
1205,8,90,81,100,76,97,12,80,64,70,100,44,66,15,0,0,5
1206,54,82,12,67,0,28,34,0,83,8,100,46,73,82,28,100,0
1207,60,59,98,26,48,0,25,19,77,49,100,85,43,100,0,70,8
1208,15,58,80,78,100,100,88,69,73,38,56,7,0,0,98,4,1
1209,7,100,0,77,0,55,20,33,96,42,87,45,85,22,100,0,4
1210,11,31,0,51,59,76,100,100,67,77,44,51,33,26,48,0,1
1211,5,77,0,64,21,5,71,0,100,49,67,100,19,93,13,28,0
1212,54,64,30,96,15,61,69,27,52,0,0,30,48,66,100,100,8
1213,0,78,21,100,54,97,68,72,60,43,48,16,66,0,100,6,2
1214,30,93,70,100,88,63,86,23,85,0,100,30,50,34,0,34,7
1215,81,69,63,100,0,82,41,41,81,0,19,3,41,44,100,74,8
1216,94,79,69,100,48,71,85,70,100,54,85,18,44,0,0,9,9
1217,4,91,47,100,100,87,68,44,45,0,25,5,0,36,76,35,7
1218,61,74,78,100,100,79,73,52,87,40,87,12,41,0,0,14,3
1219,2,44,0,58,43,79,86,100,100,93,77,63,56,32,50,0,1
1220,100,100,76,95,50,72,26,49,6,26,0,0,46,2,25,20,6
1221,64,100,20,79,0,49,2,18,49,0,100,15,59,25,17,3,6
1222,20,80,61,100,68,73,38,44,0,20,16,19,58,0,100,15,2
1223,89,92,20,100,11,67,43,34,54,0,0,24,34,56,100,82,8
1224,0,100,30,99,67,97,100,93,72,75,53,51,44,23,52,0,7
1225,0,85,49,100,100,93,69,70,38,48,96,35,91,13,36,0,3
1226,71,100,27,76,1,33,24,0,74,23,100,65,51,79,0,58,0
1227,0,82,46,100,88,91,45,68,49,43,100,25,83,6,23,0,3
1228,46,99,82,100,82,72,77,56,100,31,75,7,38,0,0,6,3
1229,0,57,21,69,62,83,100,100,87,87,67,59,50,30,38,0,1
1230,85,100,40,99,51,71,100,96,71,91,91,57,62,24,0,0,9
1231,77,87,87,57,100,19,13,0,28,35,83,69,94,100,0,79,8
1232,100,100,40,83,2,51,0,16,67,9,89,38,18,32,11,0,6
1233,0,39,33,59,67,79,100,100,100,88,81,59,65,30,53,0,1
1234,0,80,8,100,37,81,32,49,11,22,23,6,62,5,100,0,2
1235,94,82,45,100,1,63,0,9,53,0,100,30,97,85,47,97,0
1236,100,100,78,91,45,70,18,47,0,22,21,0,64,11,16,15,6
1237,4,86,54,100,85,72,80,32,76,0,100,37,48,40,0,38,7
1238,10,99,36,98,100,100,91,68,58,34,24,0,0,3,36,22,7
1239,32,71,47,100,83,80,70,46,31,24,0,7,50,2,100,0,2
1240,44,83,18,61,60,35,35,0,0,15,26,56,51,90,100,100,5
1241,100,98,60,100,35,76,39,56,75,52,73,21,39,5,0,0,5
1242,72,100,30,84,7,61,0,37,49,30,100,42,74,23,70,0,4
1243,0,53,84,42,100,6,10,0,2,34,66,66,86,100,5,84,8
1244,23,100,9,78,0,45,57,28,100,38,58,62,42,32,43,0,4
1245,56,100,42,78,0,52,29,33,100,37,90,59,70,30,59,0,4
1246,44,89,62,48,61,0,0,6,35,47,100,72,81,100,14,84,8
1247,100,100,12,94,0,72,85,83,94,85,81,56,65,27,62,0,9
1248,39,73,76,100,22,79,50,43,69,6,0,0,26,30,100,52,8
1249,87,100,31,76,100,91,38,80,22,62,0,0,73,9,33,64,8
1250,0,93,69,100,98,69,71,35,35,4,13,0,24,35,100,35,7
1251,2,96,53,100,100,91,67,71,55,49,79,24,46,6,0,0,3
1252,86,100,43,83,71,66,100,87,83,67,76,40,48,17,0,0,9
1253,0,85,43,100,68,87,50,61,92,44,100,14,55,0,8,8,3
1254,29,95,93,67,84,100,10,68,0,18,74,0,100,44,17,44,8
1255,0,100,7,88,0,58,18,34,57,30,95,39,87,24,100,0,4
1256,11,100,6,86,0,47,30,16,74,33,100,68,87,39,79,0,4
1257,79,89,100,100,41,96,0,74,53,66,95,51,74,24,39,0,9
1258,99,74,100,100,45,90,44,65,100,66,92,35,57,8,0,0,9
1259,100,100,56,91,25,68,4,43,0,15,37,0,61,20,12,24,6
1260,100,100,9,95,0,52,98,26,48,0,46,45,98,90,18,71,8
1261,34,100,34,76,0,49,58,47,100,57,100,56,90,26,82,0,4
1262,57,53,100,85,62,100,51,61,79,24,29,0,0,30,61,56,8
1263,0,99,65,100,100,97,57,62,36,16,19,0,2,36,69,40,7
1264,0,85,43,100,100,95,85,74,44,57,33,37,50,16,9,0,3
1265,0,31,52,59,46,100,11,81,65,52,100,17,38,0,9,26,8
1266,88,99,9,100,0,54,55,12,4,0,24,40,100,73,63,94,8
1267,87,74,64,100,11,85,68,78,100,72,84,26,38,0,0,15,9
1268,0,78,23,100,77,99,100,75,70,50,30,28,29,6,84,0,2
1269,72,100,5,97,53,52,93,6,0,0,11,43,100,77,58,99,8
1270,0,93,46,100,100,80,85,47,47,18,26,0,19,33,90,30,7
1271,48,100,16,79,0,46,12,12,55,0,100,10,75,29,33,16,6
1272,0,98,58,100,55,67,55,32,69,0,33,16,42,36,100,46,7
1273,0,74,13,100,55,100,100,98,79,80,59,55,45,28,42,0,7
1274,5,84,38,100,53,73,32,42,0,19,29,32,69,23,100,0,2
1275,47,73,82,95,100,100,89,75,79,49,76,24,47,0,0,2,1
1276,0,100,73,100,100,88,71,50,60,10,46,0,20,35,97,38,7
1277,0,88,10,48,33,12,75,0,100,35,87,75,50,100,6,95,0
1278,0,88,52,100,68,67,50,33,23,0,9,27,30,51,100,58,7
1279,0,53,26,84,32,100,33,65,36,29,3,0,6,2,100,6,1
1280,1,90,0,54,20,16,68,0,100,31,99,71,61,100,26,75,0
1281,97,100,51,100,14,68,0,32,28,0,100,13,73,32,10,10,6
1282,0,90,41,100,72,84,54,55,26,30,13,3,56,0,100,4,2
1283,29,84,1,73,64,48,65,6,0,0,1,47,26,89,100,100,5
1284,56,100,17,77,0,46,45,27,100,42,83,53,38,28,6,0,4
1285,100,100,56,83,22,57,0,29,11,0,68,0,62,24,6,11,6
1286,53,81,99,100,97,65,61,32,22,0,0,20,36,39,100,48,7
1287,100,94,53,80,68,39,68,0,0,0,17,36,62,69,88,100,8
1288,68,100,27,81,0,51,45,29,99,43,100,63,77,32,69,0,4
1289,8,98,25,100,29,64,21,29,0,2,33,2,67,3,100,0,2
1290,66,100,21,85,0,55,4,23,48,0,100,12,62,36,6,25,6
1291,61,59,100,80,66,100,15,85,0,55,55,48,87,32,71,0,9
1292,23,84,56,100,100,93,80,73,68,51,76,28,42,12,0,0,3
1293,0,100,27,97,63,94,100,93,86,76,59,54,45,24,49,0,7
1294,31,71,2,36,32,0,82,12,100,57,66,93,15,100,0,60,0
1295,0,67,35,98,88,100,64,65,49,39,100,22,63,0,8,1,3
1296,44,87,21,78,68,41,70,0,0,13,45,47,100,80,41,100,8
1297,30,49,24,9,60,0,90,31,100,71,75,100,32,90,0,63,0
1298,44,99,0,71,48,65,73,32,12,0,5,45,19,96,100,100,5
1299,30,83,60,100,100,86,67,60,94,43,75,14,27,0,0,16,3
1300,0,78,60,100,64,97,56,64,52,30,4,5,0,0,100,2,1
1301,24,85,59,100,73,63,46,29,0,16,5,29,54,19,100,0,2
1302,56,92,15,68,0,24,39,0,86,16,100,60,76,100,30,93,0
1303,0,77,36,100,94,98,100,69,58,44,14,21,29,2,90,0,2
1304,45,100,34,79,11,51,0,23,40,0,100,16,51,36,28,23,6
1305,65,82,93,100,93,71,69,44,36,20,0,0,48,12,100,16,2
1306,78,100,36,78,6,40,13,0,71,1,100,35,43,28,0,3,6
1307,83,95,0,86,56,49,100,13,17,0,48,40,99,79,37,100,8
1308,18,76,55,100,65,62,38,23,0,0,13,18,57,20,100,16,2
1309,100,100,54,81,19,59,0,34,11,9,71,0,84,17,17,17,6
1310,63,66,58,100,11,76,36,38,63,0,0,3,36,36,100,62,8
1311,33,100,32,83,0,50,60,47,96,46,100,73,91,35,85,0,4
1312,0,98,50,100,100,96,73,63,43,31,13,0,11,19,46,32,7
1313,9,77,18,100,74,95,66,68,34,43,0,19,37,2,100,0,2
1314,39,90,14,75,0,34,26,0,75,0,100,35,82,74,42,100,0
1315,21,100,25,88,0,54,20,43,85,42,100,72,91,36,82,0,4
1316,0,63,24,100,52,79,37,37,5,3,6,0,53,2,100,1,2
1317,0,97,62,100,99,84,77,50,62,15,52,0,26,33,100,38,7
1318,70,61,65,100,15,70,72,34,87,0,0,10,23,50,100,76,8
1319,0,98,10,100,61,98,100,85,77,63,47,43,20,23,3,0,7
1320,59,100,34,70,0,38,33,30,100,34,95,66,73,35,53,0,4
1321,22,100,34,75,0,43,38,41,100,38,97,68,91,32,72,0,4
1322,42,98,0,69,54,36,71,0,14,16,54,54,100,91,39,100,8
1323,4,100,23,65,89,36,100,0,20,8,32,49,79,85,0,89,8
1324,0,79,35,100,87,99,100,71,63,46,23,24,46,4,98,0,2
1325,100,100,58,88,24,61,1,31,14,0,67,1,48,27,0,19,6
1326,31,99,1,59,0,2,62,0,100,47,76,100,20,83,12,28,0
1327,16,37,8,82,49,100,55,56,26,17,0,0,50,3,100,3,2
1328,100,100,58,83,30,57,20,26,42,0,80,9,47,31,0,39,6
1329,40,100,23,83,0,50,54,38,100,52,97,68,68,36,57,0,4
1330,84,92,41,91,37,46,66,0,0,9,46,49,100,85,33,100,8
1331,26,92,0,49,10,4,61,0,100,31,95,76,50,100,4,83,0
1332,0,64,40,78,76,100,100,99,87,71,64,44,39,18,16,0,1
1333,0,100,13,84,13,52,18,22,60,23,93,39,88,30,100,0,4
1334,17,68,27,100,68,86,54,49,21,20,0,5,50,4,100,0,2
1335,11,85,0,46,12,5,53,0,88,25,100,68,73,100,34,92,0
1336,17,100,36,93,0,59,50,48,98,63,100,63,84,25,76,0,4
1337,0,97,11,100,62,98,100,85,94,62,72,42,48,21,44,0,7
1338,29,100,0,66,11,24,52,0,98,14,100,55,61,83,11,85,0
1339,100,100,64,78,36,50,22,17,55,0,90,17,45,24,0,17,6
1340,39,94,0,31,42,0,100,43,95,100,30,69,49,53,30,28,0
1341,47,100,0,75,5,29,50,0,100,18,100,63,59,96,4,88,0
1342,32,71,55,100,72,77,56,44,32,12,0,4,43,13,100,0,2
1343,0,58,36,71,87,91,100,100,87,75,77,50,72,25,77,0,1
1344,50,91,16,70,0,30,29,0,76,24,100,62,89,100,36,85,0
1345,26,87,63,100,83,83,57,57,100,40,90,10,41,0,0,12,3
1346,52,75,69,100,93,77,68,43,34,15,0,1,50,2,100,0,2
1347,0,73,4,100,70,100,93,70,61,38,15,12,31,0,100,6,2
1348,56,100,100,98,27,97,24,66,78,48,95,11,32,0,0,26,5
1349,6,85,48,100,83,83,60,56,100,38,86,13,34,0,0,2,3
1350,35,100,26,74,0,47,54,38,100,48,91,58,84,29,74,0,4
1351,36,81,36,70,80,36,52,0,0,22,29,63,35,94,100,100,5
1352,38,100,16,80,3,50,0,20,48,5,100,20,47,24,22,0,6
1353,33,94,60,64,99,100,38,99,79,85,100,55,73,11,0,0,9
1354,100,81,64,100,43,68,87,77,81,55,100,20,57,0,0,8,9
1355,56,97,41,63,69,26,29,0,6,28,0,72,45,94,100,100,5
1356,0,56,34,77,69,100,100,95,84,72,62,47,41,24,25,0,1
1357,16,76,48,100,72,77,42,46,0,23,2,14,53,0,100,13,2
1358,11,100,0,68,22,14,66,0,100,35,78,88,34,100,13,51,0
1359,30,63,44,100,89,96,77,56,40,24,0,11,51,19,100,0,2
1360,100,75,60,100,0,85,14,53,75,68,88,78,73,39,71,0,9
1361,16,88,58,100,96,82,72,55,100,34,98,7,48,0,0,10,3
1362,100,100,37,89,43,57,69,26,33,0,0,19,35,48,83,73,8
1363,0,76,34,100,70,87,48,49,16,18,11,0,55,5,100,10,2
1364,10,80,12,37,38,0,90,4,100,44,72,82,24,100,0,62,0
1365,0,66,38,82,80,100,100,98,80,73,58,48,38,22,29,0,1
1366,100,73,76,100,0,88,21,64,98,78,96,65,86,32,82,0,9
1367,0,82,58,100,92,74,68,38,38,2,19,0,29,37,100,41,7
1368,80,74,100,100,56,70,29,35,36,0,100,13,67,38,0,24,6
1369,38,93,100,100,85,93,24,83,41,48,95,31,48,0,0,12,5
1370,100,98,49,100,13,69,6,30,40,0,93,13,61,41,0,41,6
1371,86,100,41,79,10,50,0,18,45,0,100,11,78,36,22,29,6
1372,65,60,100,100,5,100,19,57,65,15,0,0,13,43,97,75,8
1373,0,24,43,47,75,73,100,100,71,82,43,55,18,28,3,0,1
1374,2,94,93,100,100,78,86,39,74,0,37,10,0,43,100,43,7
1375,0,45,38,54,72,76,100,100,82,79,62,52,41,25,20,0,1
1376,19,87,61,100,96,77,72,50,64,39,100,15,51,0,0,14,3
1377,10,77,0,52,30,100,31,100,44,44,18,0,21,8,100,12,1
1378,88,99,18,100,0,69,75,81,100,95,86,62,73,30,76,0,9
1379,0,96,40,100,59,67,42,25,26,0,14,38,57,45,100,48,7
1380,74,100,50,99,13,67,0,31,35,0,100,10,79,43,10,52,6
1381,39,92,89,100,95,77,53,57,91,45,100,17,55,0,0,2,3
1382,0,50,26,64,61,83,99,100,100,83,74,56,51,28,33,0,1
1383,78,100,23,83,59,64,100,83,76,74,77,46,55,20,0,0,9
1384,0,43,19,64,56,82,93,100,100,86,75,58,49,30,31,0,1
1385,11,100,0,87,11,48,69,38,100,50,75,94,53,49,37,0,4
1386,19,93,9,74,100,94,25,100,1,49,0,0,93,16,46,60,8
1387,0,70,31,94,99,100,100,73,55,46,8,21,19,0,88,1,2
1388,21,100,0,70,7,42,91,49,100,64,70,67,72,34,70,0,4
1389,100,79,81,100,41,79,62,59,93,64,80,27,46,0,0,0,9
1390,24,66,55,84,100,100,79,80,52,60,29,40,12,20,0,0,1
1391,0,75,32,100,80,99,66,69,68,44,100,20,60,0,6,1,3
1392,0,39,42,52,76,74,100,100,92,87,82,58,71,29,68,0,1
1393,0,43,35,61,70,79,100,100,86,76,70,51,55,26,49,0,1
1394,25,84,0,62,8,17,52,0,92,26,100,69,66,100,20,88,0
1395,41,100,12,74,0,44,75,46,100,78,81,75,65,37,48,0,4
1396,43,100,9,64,0,19,44,0,90,22,100,66,66,99,15,88,0
1397,0,86,44,100,85,86,62,42,34,0,21,4,45,38,100,43,7
1398,83,100,36,82,11,61,0,39,78,35,100,41,67,21,53,0,4
1399,64,83,86,100,100,76,68,53,94,36,78,11,40,3,0,0,3
1400,42,87,77,100,75,76,70,52,100,34,88,10,44,0,0,5,3
1401,0,89,44,100,91,89,77,53,63,17,83,0,100,15,50,20,7
1402,47,100,11,83,0,50,57,37,100,54,81,58,45,30,19,0,4
1403,31,67,40,100,81,97,69,53,39,15,0,1,49,5,100,0,2
1404,100,77,61,100,21,79,71,70,81,73,78,33,53,0,0,2,9
1405,0,82,33,100,66,87,58,54,34,27,19,0,60,1,100,10,2
1406,41,95,44,61,58,30,13,0,0,30,3,80,44,100,100,94,5
1407,43,87,100,100,77,98,29,77,60,59,95,32,54,4,0,0,5
1408,62,100,100,98,77,61,45,28,39,0,79,25,50,57,0,72,8
1409,39,83,63,100,78,78,71,61,100,39,78,11,36,0,0,17,3
1410,100,99,81,100,43,74,13,44,0,8,44,0,60,27,13,35,6
1411,12,78,7,36,33,2,83,0,100,38,85,78,43,100,0,80,0
1412,67,100,47,59,0,31,5,34,69,40,100,63,72,41,57,0,4
1413,0,90,32,100,48,77,34,52,12,30,12,8,56,4,100,0,2
1414,21,100,4,79,0,47,54,38,100,49,92,66,91,33,92,0,4
1415,94,95,44,100,12,77,29,53,80,45,100,11,52,0,0,8,5
